artist,track,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,genre
The Wallflowers,One Headlight,71.0,0.701,0.539,2.0,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,312.627,4,10
Niall Horan,Slow Hands,76.0,0.735,0.425,5.964280528532017,-6.648,1,0.0464,0.011,0.1773476204719195,0.055,0.848,85.896,188.174,4,9
Neil Young,Vacancy,29.0,0.509,0.623,7.0,-12.032,1,0.0273,0.129,0.00286,0.0977,0.808,163.172,238.957,4,10
Taylor Swift,willow,81.0,0.392,0.574,7.0,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214.707,4,9
Vampire Weekend,A-Punk,70.0,0.551,0.819,2.0,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,137.76,4,1
Royal Tusk,Curse the Weather,47.0,0.311,0.884,11.0,-4.313,1,0.0703,0.000133,0.0265,0.124,0.364,131.733,223.56,4,1
The Heavy Eyes,God Damn Wolf Man,38.0,0.383,0.892,9.0,-5.613,0,0.0758,0.000643,0.767,0.409,0.75,82.979,169.781,4,10
The Cult,Lil' Devil,49.0,0.567,0.863,7.0,-8.155,1,0.0328,0.00277,0.00468,0.346,0.492,130.004,166.04,4,10
Arlo Parks,Too Good,61.0,0.718,0.772,5.0,-5.155,0,0.0529,0.298,0.1773476204719195,0.337,0.843,95.917,221.0,4,6
my bloody valentine,Feed Me with Your Kiss,36.0,0.0921,0.953,2.0,-5.084,0,0.0949,1.06e-06,0.942,0.13,0.201,164.765,234.933,4,10
Altin Gün,Leyla,43.0,0.462,0.753,1.0,-9.086,1,0.0343,0.0136,0.695,0.151,0.858,96.44,197.754,4,1
El Cruce,Trato de hacer blues,15.0,0.429,0.593,9.0,-5.342,1,0.031,0.14,0.00208,0.151,0.279,100.644,349.443,3,2
Kishore Kumar,Thodisi Jo Pee Lee Hai,35.0,0.479,0.346,7.0,-11.37,1,0.0737,0.329,0.1773476204719195,0.102,0.405,115.31,0.006852666667000001,4,3
Long Distance Calling,Hazard,34.0,0.287,0.77,2.0,-7.477,1,0.0546,0.000483,0.445,0.0519,0.293,71.072,368.973,4,10
Rush,2112: Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle / Soliloquy / Grand Finale - Medley,52.0,0.344,0.79,2.0,-7.456,1,0.0983,0.0823,0.0017,0.187,0.202,133.186,1233.667,4,10
Miley Cyrus,Slide Away,74.0,0.53,0.538,5.0,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233.654,4,9
Rhys Lewis,Under The Sun - Acoustic,44.0,0.907,0.333,4.0,-11.178,1,0.079,0.896,0.1773476204719195,0.332,0.615,105.896,190.96,4,9
Santana,"Waiting - Live at The Woodstock Music & Art Fair, August 16, 1969",35.0,0.338,0.598,5.964280528532017,-13.432,1,0.101,0.765,0.839,0.459,0.678,91.594,284.427,3,10
Gwar,Saddam A GoGo,41.0,0.543,0.851,6.0,-8.604,1,0.088,0.00605,8.7e-05,0.498,0.486,122.155,150.227,4,8
Matt Maltese,Mystery,45.58235799775177,0.609,0.339,2.0,-8.745,1,0.0252,0.862,0.142,0.189,0.229,78.481,223.467,4,6
lentra,upside down,41.0,0.428,0.516,9.0,-8.296,0,0.0391,0.695,0.185,0.108,0.42,175.692,122.925,4,6
Maren Morris,The Bones,75.0,0.561,0.597,11.0,-6.0,0,0.0405,0.286,0.1773476204719195,0.0979,0.355,76.826,197.299,4,9
With Confidence,Cult,50.0,0.556,0.697,7.0,-5.959,1,0.0407,0.000128,1.15e-05,0.531,0.165,106.071,193.794,4,9
In Flames,Deliver Us,51.0,0.503,0.968,10.0,-2.665,0,0.057,2.58e-05,0.35,0.0962,0.379,110.022,210.646,4,8
Red Fang,Wires,51.0,0.172,0.904,11.0,-4.831,1,0.0586,5.37e-05,0.229,0.267,0.302,135.149,343.307,4,8
Mohammed Rafi,Kahin Na Kahin Dil Lagana Padega,11.0,0.68,0.487,8.0,-9.761,1,0.0471,0.753,0.1773476204719195,0.263,0.939,111.698,0.0049426666670000004,4,3
Sebastian Hardie,Openings,31.0,0.279,0.607,2.0,-9.079,0,0.0366,0.131,0.33,0.0576,0.429,135.096,787.547,4,10
TOTO,Hold the Line,77.0,0.473,0.898,6.0,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,235.547,4,10
Fall Out Boy,I Don't Care,60.0,0.55,0.938,11.0,-3.556,0,0.0522,0.00171,2.18e-05,0.555,0.433,133.99,214.493,4,10
The Kills,Future Starts Slow,55.0,0.677,0.743,6.0,-5.876,1,0.0611,0.0135,0.00222,0.0581,0.469,127.971,248.2,4,10
Syrup,Sunlit Days,46.0,0.747,0.351,6.0,-11.993,1,0.53,0.507,2.46e-06,0.125,0.378,86.928,218.24,4,5
Briston Maroney,It's Still Cool If You Don't,56.0,0.597,0.655,9.0,-6.188,1,0.0299,0.00473,5.15e-05,0.607,0.36,121.06,237.413,4,10
Justin Morgan,Angel,52.0,0.664,0.302,6.0,-11.694,1,0.0499,0.694,0.1773476204719195,0.139,0.592,146.089,219.378,4,9
I Don't Speak French,Untie Your Feelings,21.0,0.815,0.647,7.0,-4.879,0,0.0396,0.307,0.1773476204719195,0.0842,0.79,170.09,155.647,4,9
anything,Adrianne Lenker,45.58235799775177,0.388,0.291,3.0,-12.952,1,0.0421,0.774,1.93e-05,0.0874,0.51,83.943,0.0033674499999999997,4,0
The Cure,Close To Me,68.0,0.724,0.523,11.0,-11.139,1,0.116,0.0745,0.703,0.0811,0.965,185.075,203.267,4,6
Flatland Cavalry,Some Things Never Change,51.0,0.517,0.691,2.0,-6.266,1,0.0406,0.0732,1.4e-05,0.315,0.535,88.996,200.673,4,1
Robert Cray,Promises You Can't Keep,32.0,0.52,0.459,3.0,-5.629,1,0.0292,0.316,0.00103,0.076,0.407,154.109,355.907,3,2
The Faint,I Disappear,45.0,0.627,0.86,2.0,-7.646,1,0.0443,0.00207,0.0329,0.108,0.677,138.086,247.173,4,1
The Sonics,Have Love Will Travel,58.0,0.506,0.948,10.0,-5.626,1,0.105,0.727,0.1773476204719195,0.0904,0.934,130.195,160.4,4,1
blessthefall,Dream On,37.0,0.355,0.69,4.0,-5.827,0,0.0437,0.0815,1.82e-05,0.189,0.106,152.022,292.427,4,8
Ocean Colour Scene,The Day We Caught The Train,58.0,0.516,0.651,2.0,-7.76,1,0.0386,0.0537,0.1773476204719195,0.256,0.483,88.628,186.067,4,1
Guns N' Roses,Patience,67.0,0.457,0.266,6.0,-14.465,1,0.0313,0.711,0.000261,0.124,0.372,120.459,354.4,4,8
Willie Walker,What's It Take?,9.0,0.686,0.493,2.0,-6.541,1,0.0325,0.529,1.38e-05,0.13,0.637,103.556,249.893,4,2
Backstreet Boys,In a World Like This,26.0,0.605,0.858,7.0,-3.982,1,0.0303,0.00688,0.1773476204719195,0.344,0.555,125.048,0.003670283333,4,9
Heathen,Dying Season - Remastered,29.0,0.313,0.969,9.0,-7.556,1,0.146,1.56e-06,0.375,0.115,0.188,177.037,340.84,4,8
Ryskinder,Oi,17.0,0.699,0.545,1.0,-10.316,1,0.175,0.165,0.0716,0.0906,0.703,88.744,273.35,4,6
Keith Whitley,When You Say Nothing at All,53.0,0.673,0.346,3.0,-12.803,1,0.0245,0.721,4.48e-06,0.0475,0.396,80.012,0.003708216667,4,4
The Beaches,Want What You Got,46.0,0.774,0.714,5.964280528532017,-5.009,0,0.0427,0.00388,0.000466,0.045,0.811,111.964,268.053,4,10
Bauhaus,Bela Lugosi's Dead (Official Version),54.0,0.593,0.691,11.0,-9.442,0,0.113,0.0133,0.68,0.0691,0.532,153.486,576.703,4,6
Tom Robinson Band,2-4-6-8 Motorway,53.0,0.672,0.706,9.0,-5.551,1,0.0779,0.0578,7.43e-05,0.0595,0.658,124.782,197.933,4,6
The Graham Bond Organisation,Harmonica,37.0,0.583,0.94,2.0,-10.566,1,0.0928,0.633,3.26e-06,0.342,0.662,130.221,169.851,4,2
Pain,Shut Your Mouth,58.0,0.562,0.912,2.0,-4.461,1,0.0383,0.0032,0.1773476204719195,0.115,0.55,120.021,192.987,4,8
Skeets McDonald,You Oughta See Grandma Rock,22.0,0.463,0.867,9.0,-7.458,1,0.0678,0.487,0.1773476204719195,0.841,0.869,90.026,123.44,4,10
Wayne Hancock,Flat Land Boogie,31.0,0.605,0.514,2.0,-14.208,1,0.0535,0.147,0.00378,0.079,0.781,98.797,209.573,4,10
Biffy Clyro,Machines,45.0,0.644,0.337,7.0,-10.906,1,0.0295,0.606,0.0169,0.301,0.31,108.041,236.08,4,10
Eric Church,Bunch Of Nothing,60.0,0.513,0.889,3.0,-4.924,1,0.0599,0.457,0.000366,0.217,0.791,171.917,209.413,4,1
Moonlight Haze,The Rabbit of the Moon,34.0,0.458,0.966,7.0,-6.52,1,0.0622,0.0112,1.66e-06,0.348,0.609,74.995,231.613,4,8
Kishore Kumar,Manzilen Apni Jagah Hai,26.0,0.263,0.429,1.0,-8.279,1,0.0329,0.962,0.0203,0.168,0.294,150.104,0.005876583333,3,3
Brian World,Sitar Fusion,12.0,0.583,0.405,9.0,-9.74,0,0.0267,0.495,0.106,0.0782,0.323,76.078,0.004106449999999999,4,0
Pineapple Express,Relentless,19.0,0.313,0.913,1.0,-5.227,0,0.201,0.0663,3.28e-05,0.457,0.466,180.133,0.00430435,4,0
Me And That Man,My Church Is Black,40.0,0.38,0.843,4.0,-2.939,0,0.0346,0.0279,0.519,0.113,0.306,106.149,178.987,4,10
Liquid Tension Experiment,Paradigm Shift,43.0,0.295,0.914,7.0,-3.411,1,0.0526,0.000326,0.881,0.399,0.654,137.44,535.36,4,8
Franc Moody,Tired of Waiting,50.0,0.776,0.844,10.0,-7.092,0,0.0438,0.00395,0.164,0.0963,0.938,124.988,264.696,4,6
Edwyn Collins,A Girl Like You,64.0,0.619,0.781,5.0,-7.455,0,0.0393,0.0243,0.000286,0.402,0.533,126.267,236.583,4,1
Frisco,Frisco's Pattern,34.0,0.744,0.612,11.0,-10.158,1,0.362,0.157,0.1773476204719195,0.199,0.701,138.296,57.391,4,5
Fall Out Boy,Fourth Of July,59.0,0.481,0.974,4.0,-3.388,0,0.136,0.139,0.00998,0.406,0.516,79.964,224.36,4,10
"Anuradha Paudwal, Kumar Sanu",Pehli Baarish Main Aur Tu,24.0,0.495,0.671,8.0,-9.58,0,0.0423,0.72,0.1773476204719195,0.106,0.757,82.005,0.00487155,4,3
Siiickbrain,Power (feat. Pussy Riot),47.0,0.474,0.962,2.0,-4.074,1,0.259,0.000433,2.3e-05,0.0782,0.45,165.097,176.0,3,10
The Smashing Pumpkins,Spaceboy - Remastered,42.0,0.363,0.32,5.964280528532017,-11.539,1,0.0384,0.0136,0.582,0.105,0.207,121.428,267.307,4,10
BLAB,Casual Sex,26.0,0.709,0.685,2.0,-7.573,1,0.0281,0.0355,0.0268,0.0389,0.7,129.987,194.567,4,10
IDK,King Alfred,45.0,0.836,0.573,1.0,-6.526,0,0.231,0.0202,0.1773476204719195,0.0849,0.399,145.93,157.473,4,5
Rude Kid,Bloody Hell,12.0,0.652,0.764,4.0,-5.177,0,0.0337,1.99e-05,0.0364,0.13,0.0479,140.044,210.862,4,5
Javi That's Me,CHERRY BLOSSOMS,37.0,0.595,0.767,5.0,-13.412,0,0.678,0.109,0.00212,0.505,0.774,108.047,149.029,4,6
Built To Spill,Carry the Zero,57.0,0.264,0.812,4.0,-5.651,1,0.031,1.35e-05,0.108,0.0962,0.458,94.095,343.893,4,6
Richie Havens,Here Comes The Sun,56.0,0.698,0.643,2.0,-16.985,1,0.0649,0.803,0.0799,0.704,0.714,128.22,0.00423333333,4,0
Townes Van Zandt,Lungs,50.0,0.544,0.34,2.0,-13.947,1,0.0411,0.785,3.89e-06,0.734,0.556,97.005,154.187,4,2
King Nun,Chinese Medicine,29.0,0.481,0.938,1.0,-3.116,0,0.14,0.000116,0.000105,0.0835,0.608,162.971,165.014,4,1
Adia Victoria,Dead Eyes,28.0,0.28,0.635,9.0,-8.271,1,0.056,0.0685,0.121,0.107,0.375,193.756,141.8,4,2
Dexter Gordon,Le Coiffeur,42.0,0.686,0.372,5.964280528532017,-12.663,1,0.0356,0.78,2.73e-05,0.101,0.536,118.562,0.00704,4,7
Buddy Guy,Damn Right I've Got The Blues - Live,31.0,0.348,0.587,9.0,-10.04,0,0.12,0.0209,0.0818,0.486,0.557,102.043,461.533,4,2
Night Ranger,Sister Christian,64.0,0.448,0.35,5.0,-16.239,1,0.0393,0.147,2.27e-06,0.0842,0.234,177.279,302.933,4,10
Fitz and The Tantrums,The Walker,19.0,0.792,0.649,2.0,-4.55,1,0.045,0.00663,0.1773476204719195,0.334,0.763,130.019,243.289,4,9
maye,Yours,64.0,0.67,0.707,11.0,-9.726,0,0.0358,0.714,0.065,0.0634,0.799,89.008,220.887,4,1
Lifehouse,You And Me,76.0,0.459,0.427,7.0,-7.734,1,0.0267,0.114,0.1773476204719195,0.168,0.354,139.902,195.493,3,10
Danheim,Reida,44.0,0.694,0.647,7.0,-12.731,1,0.311,0.268,0.817,0.943,0.308,109.99,270.75,4,8
"Kishore Kumar, Asha Bhosle",Aaj Rapat Jaayen To,38.0,0.486,0.481,1.0,-9.418,1,0.0937,0.779,0.1773476204719195,0.0838,0.674,104.529,0.00679955,4,3
Friedberg,Midi 8,28.0,0.733,0.944,6.0,-5.059,0,0.064,0.0017,0.855,0.097,0.718,104.005,143.063,4,1
The Sound,Winning,47.0,0.426,0.721,1.0,-9.391,0,0.0309,2.73e-05,0.023,0.0867,0.248,151.13,258.08,4,1
"Niladri Kumar, Talvin Singh",River,6.0,0.515,0.894,9.0,-6.396,0,0.132,0.169,0.757,0.037,0.406,175.942,0.005930383333,4,0
Sycco,Germs,45.0,0.656,0.763,6.0,-5.946,0,0.0845,0.102,2.43e-06,0.0373,0.903,144.952,231.972,4,6
Hemant Kumar,Hai Apna Dil To Aawara - Happy Version,36.0,0.604,0.469,6.0,-10.606,1,0.0571,0.572,0.000994,0.59,0.934,110.447,0.0043637833329999995,4,3
Meadow Park,When I Fall In Love,55.0,0.424,0.103,3.0,-18.281,1,0.0417,0.937,0.861,0.114,0.135,104.45,0.004832416667,4,7
Johnny Rodriguez,Pass Me By,38.0,0.661,0.4,7.0,-6.499,1,0.0245,0.678,0.1773476204719195,0.0697,0.397,101.025,0.002629116667,4,4
jxdn,So What!,67.0,0.598,0.662,4.0,-5.797,1,0.048,0.00301,0.000167,0.0812,0.531,174.937,141.207,4,10
Lizz Wright,Singing In My Soul,34.0,0.579,0.678,1.0,-7.031,1,0.0834,0.134,3.14e-05,0.219,0.811,140.793,226.933,4,2
Hailey Whitters,Glad To Be Here (feat. Brent Cobb),48.0,0.632,0.673,3.0,-6.525,1,0.0418,0.0476,2.69e-05,0.107,0.623,88.99,273.538,4,1
Aria Ohlsson,Love on the Weekend,54.0,0.672,0.431,1.0,-8.164,0,0.106,0.556,0.1773476204719195,0.0969,0.284,82.99,153.253,4,9
Hariharan,Yeh Lamhe Yeh Pal,32.0,0.573,0.435,7.0,-14.986,1,0.0314,0.678,0.1773476204719195,0.0465,0.745,127.239,0.003557783333,4,3
Darius Rucker,Alright,70.0,0.601,0.806,7.0,-4.579,1,0.0345,0.0527,0.1773476204719195,0.185,0.711,89.87,0.0038653333330000003,4,4
Asha Bhosle,Aage Bhi Jane Na Tu,25.0,0.506,0.276,3.0,-6.934,1,0.0278,0.98,0.00418,0.0807,0.539,76.136,0.007417133333,4,3
Opeth,Heart in Hand,43.0,0.457,0.911,9.0,-6.835,1,0.0956,0.00011,0.143,0.339,0.205,120.016,509.6,4,8
JOELMY,Porque Te Vas,34.0,0.822,0.704,9.0,-6.423,0,0.0675,0.0909,0.00056,0.22,0.529,90.049,192.667,4,9
Greyhaven,Echo and Dust Pt. I,43.0,0.261,0.992,6.0,-2.653,1,0.32,0.000101,0.00071,0.679,0.204,138.443,255.346,4,8
Tai Verdes,A-O-K,71.0,0.731,0.626,11.0,-6.919,1,0.0805,0.125,0.1773476204719195,0.183,0.862,82.488,173.64,4,9
The Word Alive,Heartless,40.0,0.396,0.92,1.0,-4.749,1,0.068,0.000816,0.1773476204719195,0.229,0.243,174.995,240.0,4,8
The Kinks,Apeman - 2014 Remastered Version,44.0,0.683,0.728,9.0,-8.92,1,0.259,0.568,5.08e-05,0.0384,0.833,75.311,233.4,4,10
Votum,Prey,27.0,0.569,0.893,2.0,-5.708,1,0.0623,0.0061,0.757,0.0861,0.254,137.96,330.435,4,8
Son of Stone,Give my regards,23.0,0.193,0.951,10.0,-3.282,0,0.173,0.102,0.1773476204719195,0.146,0.0979,188.204,181.188,4,8
Path of Destiny,The Division of a Spiral Synergy,45.58235799775177,0.188,0.883,5.964280528532017,-9.815,0,0.0594,9.67e-06,0.0939,0.213,0.108,154.966,358.267,4,8
Elkka,Euphoric Melodies,45.58235799775177,0.796,0.825,10.0,-10.017,0,0.0807,0.00316,0.902,0.109,0.887,128.003,401.1,4,6
frown line,September,40.0,0.554,0.702,7.0,-5.704,1,0.0344,0.0934,0.0917,0.334,0.741,216.091,178.75,4,1
Candye Kane,You Need Love,29.0,0.57,0.567,4.0,-7.958,0,0.0595,0.0458,0.000407,0.205,0.806,155.153,246.293,4,2
Jack Kays,MY HEAD :(,53.0,0.942,0.439,5.964280528532017,-8.519,1,0.0864,0.346,0.1773476204719195,0.107,0.231,125.018,92.16,4,9
Murcof,Dividing Space,20.0,0.0599,0.219,5.964280528532017,-16.775,0,0.0467,0.0283,0.802,0.11,0.0259,55.361,282.68,4,6
Thousand Thoughts,Heads or Tails,31.0,0.419,0.917,8.0,-4.822,1,0.0676,0.000761,0.1773476204719195,0.118,0.461,169.989,229.047,4,8
Weezer,Pork And Beans,47.0,0.599,0.626,6.0,-6.622,1,0.0339,0.0108,8.8e-06,0.158,0.708,119.837,189.4,4,10
Britney Spears,Mood Ring (By Demand) - Pride Remix,44.0,0.612,0.818,11.0,-5.2,1,0.0298,0.000762,0.00349,0.179,0.574,119.985,0.003183633333,4,9
Tyler Terrance,Fernweh,50.0,0.548,0.0988,9.0,-18.816,1,0.0714,0.994,0.94,0.112,0.231,147.367,0.0035467333330000002,4,7
The Rolling Stones,Miss You - Remastered,69.0,0.795,0.71,9.0,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,288.667,4,10
Smash Into Pieces,Wake Up,55.0,0.648,0.931,1.0,-3.299,0,0.0562,0.014,1.24e-05,0.123,0.588,124.996,219.363,4,10
Led Zeppelin,Since I've Been Loving You - Remaster,63.0,0.393,0.364,5.0,-10.945,0,0.0345,0.0021,0.0703,0.121,0.308,118.566,444.148,3,2
Faith No More,From out of Nowhere,45.58235799775177,0.277,0.989,5.964280528532017,-5.37,0,0.077,0.00102,0.006,0.264,0.0862,161.178,201.133,4,10
John Mayer,Crossroads,49.0,0.894,0.507,7.0,-6.945,1,0.0564,0.221,0.0661,0.0642,0.916,114.216,149.387,4,2
"Shafqat Amanat Ali, Shafqat Ali Khan",Shafqat with Shafqat (Lakh Jatan / Khamaj),30.0,0.299,0.437,5.0,-9.258,1,0.0334,0.88,0.00034,0.11,0.38,160.084,0.00735,4,0
24kGoldn,CITY OF ANGELS,78.0,0.686,0.541,5.964280528532017,-4.993,0,0.0493,0.042,0.1773476204719195,0.0675,0.724,120.082,112.493,4,9
Blur,Tender,62.0,0.587,0.566,9.0,-9.932,1,0.0276,0.47,0.1773476204719195,0.0644,0.529,76.054,461.947,4,1
Robert Johnson,Come On In My Kitchen,42.0,0.556,0.0643,10.0,-15.305,0,0.175,0.927,2.37e-06,0.0991,0.283,81.673,172.307,4,2
Buffalo Fuzz,Perfect Man,38.0,0.459,0.58,4.0,-9.7,1,0.0353,0.00872,0.0203,0.124,0.185,128.789,325.313,4,8
Green-House,Nocturnal Bloom,42.0,0.439,0.0193,10.0,-20.404,1,0.0326,0.925,0.495,0.111,0.192,60.053,292.0,4,6
Chip,Every Gyal (feat. Mavado),33.0,0.542,0.827,11.0,-4.321,0,0.315,0.317,0.1773476204719195,0.397,0.667,106.403,251.827,5,5
Masego,Mystery Lady (feat. Don Toliver),76.0,0.747,0.494,3.0,-7.957,0,0.141,0.393,0.1773476204719195,0.0982,0.624,76.006,228.453,4,5
Grace Davies,Amsterdam,54.0,0.44,0.293,5.964280528532017,-10.607,1,0.0439,0.799,0.000132,0.0784,0.209,135.258,208.787,4,9
Martha Hill,Grilled Cheese,34.0,0.748,0.596,2.0,-5.49,1,0.0431,0.0262,2.65e-05,0.0592,0.449,130.066,203.06,4,1
Tafia,Break The Bank feat. Meek Mill,46.0,0.784,0.453,10.0,-11.458,0,0.351,0.0159,0.1773476204719195,0.248,0.389,82.018,193.902,4,5
Cold,Quiet Now,42.0,0.547,0.812,3.0,-4.703,1,0.0326,0.0213,0.1773476204719195,0.0855,0.383,117.976,254.643,4,10
Kelsy Karter,Love Me or Hate Me,45.0,0.479,0.937,8.0,-5.269,1,0.0521,0.00214,0.00105,0.25,0.56,165.982,196.988,4,9
Ben Howard,Only Love,71.0,0.545,0.485,8.0,-9.941,1,0.151,0.3,0.00137,0.119,0.341,80.401,249.173,4,9
Editors,Ocean of Night,54.0,0.567,0.666,5.964280528532017,-9.647,1,0.0298,0.0244,0.251,0.107,0.251,106.001,305.489,4,10
Saxon,Princess of the Night,51.0,0.362,0.797,3.0,-8.824,0,0.0424,0.00328,2e-06,0.0668,0.753,107.249,242.573,4,8
50 Cent,How To Rob,49.0,0.774,0.676,6.0,-8.476,0,0.304,0.0575,0.1773476204719195,0.169,0.791,96.984,264.32,4,5
DreamDoll,Different - Freestyle,48.0,0.764,0.738,8.0,-6.293,1,0.354,0.0186,0.1773476204719195,0.282,0.493,95.378,108.069,4,5
Vedo,You Got It - Remix,58.0,0.773,0.448,5.0,-7.593,1,0.189,0.188,0.1773476204719195,0.179,0.49,121.96,245.345,4,5
Marianas Rest,Pointless Tale,27.0,0.477,0.843,5.0,-7.448,0,0.0358,0.00429,0.0195,0.0959,0.351,120.025,351.431,4,8
Stone Temple Pilots,Interstate Love Song,72.0,0.215,0.927,9.0,-7.327,1,0.0452,0.000273,0.00661,0.126,0.49,170.814,194.853,4,6
Mystery Jets,Two Doors Down,51.0,0.564,0.965,1.0,-3.17,0,0.0642,0.00912,0.1773476204719195,0.0997,0.848,123.963,219.013,4,6
James Cotton,Play With Your Poodle,38.0,0.515,0.43,7.0,-10.912,1,0.25,0.81,0.0069,0.126,0.624,165.888,219.0,4,2
Brett Dennen,See the World,51.0,0.616,0.638,7.0,-7.981,1,0.0334,0.0245,3.59e-05,0.296,0.507,89.989,257.893,4,1
Mrigya,Ganga,14.0,0.381,0.738,7.0,-7.783,1,0.0573,0.295,0.495,0.393,0.538,166.037,0.005588666667,4,0
Freeds,Fruit Bats,42.0,0.897,0.466,10.0,-10.18,1,0.0478,0.556,0.000165,0.119,0.522,104.944,175.313,4,6
Lil Mosey,Enough,66.0,0.739,0.338,6.0,-11.224,1,0.0412,0.598,0.1773476204719195,0.105,0.401,100.996,159.966,4,5
Palmiyeler,Karbeyaz,42.0,0.674,0.63,6.0,-5.475,0,0.0253,0.52,0.0468,0.0934,0.714,97.033,242.69,4,10
TV On The Radio,Happy Idiot,60.0,0.617,0.948,11.0,-4.236,0,0.0621,0.00226,0.00221,0.0755,0.863,139.996,183.002,4,6
Pat Benatar,Hit Me With Your Best Shot,71.0,0.741,0.58,4.0,-9.05,1,0.0304,0.117,3.31e-05,0.212,0.944,127.402,171.267,4,10
Bumpin Uglies,Serotonin,41.0,0.684,0.788,8.0,-5.627,1,0.0424,0.0311,3.17e-05,0.0632,0.793,83.011,181.37,4,10
Metallica,Master Of Puppets,74.0,0.543,0.836,4.0,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,515.387,4,8
The Outfield,Your Love,72.0,0.555,0.757,1.0,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,221.84,4,10
Wolfmother,Joker And The Thief,64.0,0.264,0.8,5.964280528532017,-2.427,1,0.0537,0.0195,0.00744,0.406,0.465,155.558,279.667,4,10
Sugar Ray,Someday - Remastered,60.0,0.743,0.67,1.0,-4.547,0,0.0293,0.0108,0.0702,0.22,0.934,110.832,243.333,4,10
fanclubwallet,What's Up,51.0,0.618,0.684,4.0,-6.163,1,0.039,0.117,0.455,0.273,0.823,170.029,141.75,4,6
"Blood, Sweat & Tears",More and More - Live at Woodstock,23.0,0.442,0.634,1.0,-14.148,0,0.223,0.207,0.042,0.655,0.69,135.48,184.853,4,10
Glass Animals,Heat Waves,84.0,0.761,0.525,11.0,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238.805,4,9
Lata Mangeshkar,Yeh Dil Ki Lagi Kya Hogi,4.0,0.502,0.318,6.0,-8.763,1,0.0493,0.995,0.281,0.498,0.816,105.436,0.00338895,3,3
Chet Faker,Whatever Tomorrow,63.0,0.4,0.506,7.0,-8.078,1,0.0412,0.14,0.0278,0.129,0.248,165.155,263.818,4,6
Tiamat,Whatever That Hurts,36.0,0.271,0.707,10.0,-10.531,1,0.0492,0.0216,0.125,0.318,0.108,137.106,346.133,4,8
Filmore,Who Cares,66.0,0.583,0.828,7.0,-4.768,1,0.0539,0.25,0.1773476204719195,0.512,0.765,95.035,0.002974366667,4,4
"Shakir Khan, Aarya Ambekar",Bairan,20.0,0.591,0.452,1.0,-11.248,0,0.0383,0.867,0.0194,0.0831,0.18,140.077,0.0050285666669999994,4,0
Sarcoptes,The Vertigo Soul,19.0,0.247,0.961,1.0,-6.027,0,0.169,1.88e-06,0.0027,0.186,0.0386,135.987,407.613,4,8
Somehow Jo,The Grey,31.0,0.579,0.899,5.0,-5.431,1,0.0402,0.00703,0.1773476204719195,0.125,0.589,100.034,235.74,4,8
AFI,Snow Cats,43.0,0.294,0.775,4.0,-4.271,0,0.0454,0.00291,0.000727,0.254,0.471,131.092,200.92,3,10
Avalanche,Maja Lena,43.0,0.415,0.355,6.0,-10.494,0,0.0316,0.985,0.0932,0.103,0.36,113.993,0.0029884499999999997,4,0
IRONTOM,Big Shot,45.0,0.504,0.938,8.0,-2.696,0,0.0583,0.00743,0.1773476204719195,0.0741,0.612,145.91,220.527,4,10
Ivy Sole,HEAVY,42.0,0.538,0.768,6.0,-6.41,1,0.182,0.225,0.1773476204719195,0.639,0.619,142.067,290.85,4,5
Simple Minds,Kick It In - Remastered 2002,33.0,0.552,0.828,11.0,-6.047,0,0.053,0.0276,0.129,0.0972,0.352,130.032,0.00618733333,4,10
Giant Rooks,Wild Stare,50.0,0.646,0.82,10.0,-3.618,0,0.0521,0.026,0.000171,0.191,0.438,128.061,194.48,4,10
Spare Parts For Broken Hearts,Big Win,24.0,0.491,0.71,7.0,-9.06,1,0.0307,0.000981,4.6e-05,0.228,0.418,122.003,205.687,4,10
Creedence Clearwater Revival,Fortunate Son,82.0,0.64,0.663,5.964280528532017,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140.773,4,1
Rise Against,"Broken Dreams, Inc. - HEALTH Remix",45.0,0.247,0.833,1.0,-5.086,1,0.0706,0.0272,0.471,0.215,0.228,165.995,274.825,4,1
Mister Misery,Ballad of the Headless Horseman,36.0,0.301,0.822,1.0,-6.918,1,0.0579,8.8e-06,0.00951,0.115,0.254,175.085,276.0,4,8
Bruce Springsteen,The River,67.0,0.587,0.536,7.0,-11.248,1,0.0304,0.179,2.75e-05,0.305,0.59,117.498,301.547,4,10
Sunflower Bean,Moment In The Sun,41.0,0.687,0.63,2.0,-5.13,1,0.031,0.0576,0.1773476204719195,0.257,0.548,115.986,189.635,4,6
